,timestamp,photoIndex,V,geometry,pictureUrl
49642,1496843485.64,156.0,38.5208439755,POINT (-73.9737433 40.65641832999999),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_8584f_59384896c3599.jpg
49956,1496843488.65,157.0,35.3830181125,POINT (-73.97377030000001 40.65652227),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_0887d_59384898853c4.jpg
50276,1496843491.73,158.0,31.0955235937,POINT (-73.97380747 40.656604375),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_59a4d_593848998de2f.jpg
50574,1496843494.66,159.0,32.7463134676,POINT (-73.973845415 40.65670777),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_6e5b2_59384899595f7.jpg
50864,1496843497.65,160.0,33.4463741658,POINT (-73.973874755 40.65680391),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_32ffc_5938489a3671c.jpg
51172,1496843500.65,161.0,31.3742790468,POINT (-73.97390851 40.656911775),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_21830_5938489c2c62e.jpg
51474,1496843503.65,162.0,34.8993900423,POINT (-73.97393144500001 40.65703822),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_9405e_5938489cd4ca9.jpg
51785,1496843506.64,163.0,19.6230771937,POINT (-73.973934705 40.657157365),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_eb281_5938489e67537.jpg
52118,1496843509.67,164.0,24.218001164,POINT (-73.97395754499999 40.657266435),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_aa1d0_5938489ec73d2.jpg
52402,1496843512.64,165.0,41.5381859978,POINT (-73.97398805500001 40.65736982999999),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_1e084_593848a11bb1a.jpg
52706,1496843515.67,166.0,28.461156387,POINT (-73.97402878 40.657477775),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_8f51b_593848a1af591.jpg
53011,1496843518.67,167.0,48.5523088288,POINT (-73.97406508500001 40.65759166),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_3dabd_593848a352178.jpg
53313,1496843521.64,168.0,38.0682388321,POINT (-73.974099455 40.65767687),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_9f008_593848a32c766.jpg
53648,1496843524.65,169.0,28.0546873474,POINT (-73.97412625999999 40.65777503),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_55242_593848a4c198e.jpg
53920,1496843527.65,170.0,33.5311524835,POINT (-73.974158515 40.657862115),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_1bc96_593848a55242e.jpg
54229,1496843530.65,171.0,20.2248749068,POINT (-73.97419929 40.65794732),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_9f184_593848a767eb1.jpg
54529,1496843533.65,172.0,27.6668925299,POINT (-73.97425196500001 40.658056465),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_9f696_593848a88b097.jpg
54833,1496843536.64,173.0,31.4915043782,POINT (-73.97431602500001 40.658166025),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_5a95f_593848a9500f5.jpg
55144,1496843539.67,174.0,32.0602678532,POINT (-73.974398495 40.658266435),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_9ec47_593848a9c36a0.jpg
55444,1496843542.64,175.0,34.2842016906,POINT (-73.9744925 40.65835497),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_b1ec8_593848aab75a5.jpg
55751,1496843545.65,176.0,41.8753017081,POINT (-73.97459954 40.65843847),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_52aff_593848ad4e5ca.jpg
56060,1496843548.66,177.0,30.6939947854,POINT (-73.97471067000001 40.65851429),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_2c755_593848ad1aa3f.jpg
56370,1496843551.65,178.0,31.4199453714,POINT (-73.974842155 40.65857767),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_8593d_593848ae5709e.jpg
56681,1496843554.64,179.0,46.3135224943,POINT (-73.974982365 40.65863106999999),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_f2c87_593848ae42ce7.jpg
57007,1496843557.64,180.0,29.9229655982,POINT (-73.97511552 40.658692675),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_fa811_593848aff0e9d.jpg
57285,1496843560.67,181.0,35.1062843009,POINT (-73.97522716500001 40.658747885),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_b5bce_593848b3943ff.jpg
57594,1496843563.64,182.0,31.2367946919,POINT (-73.975347705 40.658825215),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_3abcd_593848b311a9d.jpg
57892,1496843566.65,183.0,25.2511323486,POINT (-73.97545593999999 40.65889434),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_a41d5_593848b3a9470.jpg
58199,1496843569.65,184.0,42.1669549727,POINT (-73.97559257500001 40.65895213),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_c4c97_593848b431ff6.jpg
58530,1496843572.65,185.0,28.317331787,POINT (-73.975733035 40.659008255),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_92b95_593848b57e4da.jpg
58813,1496843575.66,186.0,29.6667291187,POINT (-73.97588172499999 40.659069965),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_9156d_593848b97e4da.jpg
59109,1496843578.66,187.0,28.6451375167,POINT (-73.97603751 40.65914852),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_cd7c0_593848b91b742.jpg
59315,1496843580.66,188.0,35.8617797926,POINT (-73.97614305499999 40.65920746),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_5fbb4_593848b8e897b.jpg
59622,1496843583.65,189.0,29.7850107754,POINT (-73.97627485999999 40.659274035),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_97d31_593848b9cbf1f.jpg
59827,1496843585.66,190.0,28.3785222652,POINT (-73.97637499499999 40.65933276500001),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_63a08_593848bc19c19.jpg
60028,1496843587.65,191.0,28.3966985632,POINT (-73.976472925 40.65938180000001),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_97f3c_593848bde1cda.jpg
60334,1496843590.64,192.0,32.8426216605,POINT (-73.976599865 40.65945414),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_70f0f_593848bfdb5fd.jpg
60640,1496843593.65,193.0,32.0161359261,POINT (-73.976719325 40.65950851),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_c2885_593848becca53.jpg
60947,1496843596.64,194.0,31.5614428698,POINT (-73.97685411 40.65955446),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_26158_593848bfc0855.jpg
61250,1496843599.67,195.0,30.2274417769,POINT (-73.976996665 40.659595745),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_df05c_593848c196f3f.jpg
61593,1496843602.64,196.0,34.8115680442,POINT (-73.97712956999999 40.65965646),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_2f168_593848c2e85ee.jpg
61866,1496843605.66,197.0,35.2855504012,POINT (-73.97723426499999 40.65971566),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_cd1e4_593848c3a919c.jpg
62171,1496843608.72,198.0,47.46131181,POINT (-73.977386845 40.659800785),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_72bf2_593848c45ee53.jpg
62470,1496843611.64,199.0,38.8980804153,POINT (-73.9775082 40.65985657),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_a5180_593848c592c60.jpg
62778,1496843614.65,200.0,36.6261250183,POINT (-73.97764924000001 40.659935065),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_44e44_593848c743867.jpg
63061,1496843616.67,201.0,39.412046746,POINT (-73.97775225000001 40.6599991),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_2cf11_593848c82a3e2.jpg
63189,1496843618.65,202.0,45.154352029,POINT (-73.97784443500001 40.660054645),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_86142_593848c9408f6.jpg
63490,1496843621.64,203.0,40.90695558,POINT (-73.97799752 40.660100455),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_ea9f5_593848ca221c2.jpg
63802,1496843624.67,204.0,34.9279417688,POINT (-73.97815436499999 40.660183675),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_f10de_593848cc60414.jpg
63996,1496843626.65,205.0,55.1737892255,POINT (-73.978279805 40.660230695),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_4acf3_593848cc80f64.jpg
64201,1496843628.67,206.0,34.6678414974,POINT (-73.97838013000001 40.66027531500001),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_577b0_593848cdcfa63.jpg
64507,1496843631.64,207.0,29.3756110648,POINT (-73.97853413999999 40.660347055),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_94261_593848ce58071.jpg
64813,1496843634.65,208.0,33.5970231196,POINT (-73.97869093 40.66042503),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_c08ce_593848d0b3fcc.jpg
65020,1496843636.65,209.0,40.3959865025,POINT (-73.978781275 40.66049368),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_ce3cc_593848d0b1421.jpg
65229,1496843638.67,210.0,29.0576049379,POINT (-73.978918695 40.66051450499999),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_af71e_593848d2c1800.jpg
65441,1496843640.65,211.0,46.9856868393,POINT (-73.97902336 40.66055612),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_f5f41_593848d2e6ee8.jpg
65744,1496843643.65,212.0,27.6564479762,POINT (-73.97915340500001 40.66063381),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_5aeb7_593848d504c26.jpg
66038,1496843646.64,213.0,36.1806219026,POINT (-73.97929476499999 40.66069227),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_9ddcb_593848d55a3c8.jpg
66344,1496843649.66,214.0,46.9068615545,POINT (-73.97945476 40.66072305),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_2770c_593848d71ac58.jpg
66649,1496843652.67,215.0,36.3709022738,POINT (-73.97954885 40.660706425),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_b4322_593848d77d426.jpg
67157,1496843657.64,216.0,42.6656876196,POINT (-73.979509045 40.660927205),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_fa7f1_593848dac48b5.jpg
67401,1496843659.64,217.0,39.623258933,POINT (-73.97954878499999 40.661058795),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_fa8fd_593848d9e1bb6.jpg
67570,1496843661.65,218.0,51.5455433827,POINT (-73.97955648000001 40.66114372),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_8d9ff_593848dd1765c.jpg
67866,1496843664.66,219.0,39.5605912845,POINT (-73.979473965 40.66125324),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_1dd18_593848dda1732.jpg
68179,1496843667.65,220.0,43.5688350348,POINT (-73.97938873000001 40.661371485),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_5a209_593848ddf0f7d.jpg
68382,1496843669.67,221.0,57.849000566,POINT (-73.97931857500001 40.661459695),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_1dc5f_593848df1e24c.jpg
68581,1496843671.66,222.0,39.8405349467,POINT (-73.979246035 40.66153726),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_36bec_593848e0ccf3c.jpg
68788,1496843673.66,223.0,18.0683543102,POINT (-73.97919611500001 40.66161819),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_6becc_593848e3789da.jpg
69092,1496843676.66,224.0,19.5132327487,POINT (-73.979107415 40.66175967),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_0bb15_593848e277df5.jpg
69298,1496843678.65,225.0,30.8818221478,POINT (-73.97905339 40.661858985),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_99fc5_593848e334e3d.jpg
69514,1496843680.64,226.0,29.1370257638,POINT (-73.978954175 40.66196544),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_81954_593848e483b8b.jpg
69705,1496843682.64,227.0,31.7697315517,POINT (-73.978887085 40.66205377),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_9ed4c_593848e6a4fa6.jpg
70074,1496843685.67,228.0,26.7606976551,POINT (-73.9787953 40.66216298),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_69f85_593848e780d77.jpg
70312,1496843688.65,229.0,30.5452104133,POINT (-73.97868385999999 40.66224697),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_92072_593848e79bac8.jpg
70615,1496843691.66,230.0,24.4781544489,POINT (-73.978583235 40.662341335),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_17c42_593848e80c43b.jpg
70918,1496843694.65,231.0,27.0665640401,POINT (-73.97849291000001 40.662458685),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_2f95a_593848ea53143.jpg
71125,1496843696.65,232.0,31.7633414128,POINT (-73.97840893 40.66256237),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_57dd3_593848eb8f0f3.jpg
71333,1496843698.67,233.0,47.2504319437,POINT (-73.97833697499999 40.66264628),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_85558_593848eb04021.jpg
71538,1496843700.64,234.0,38.0405189504,POINT (-73.97827115999999 40.66274651499999),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_4174c_593848f23af79.jpg
71740,1496843702.67,235.0,34.5202166095,POINT (-73.97821493000001 40.66285358),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_0c7c1_593848edac366.jpg
71939,1496843704.65,236.0,31.9698684595,POINT (-73.97815253 40.662948385),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_6afed_593848ee87723.jpg
72143,1496843706.65,237.0,30.2178521766,POINT (-73.97809479 40.663046135),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_74043_593848f000a32.jpg
72346,1496843708.67,238.0,49.0421417672,POINT (-73.97801910000001 40.66317008),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_3caa5_593848f19f083.jpg
72552,1496843710.65,239.0,55.2623154971,POINT (-73.977943205 40.663254585),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_894f1_593848f1c0d53.jpg
72750,1496843712.64,240.0,33.5426100722,POINT (-73.977915915 40.6633516),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_beae0_593848f3384fe.jpg
72965,1496843714.65,241.0,34.719121512,POINT (-73.97783939999999 40.6634554),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_5cab8_593848f627a3f.jpg
73166,1496843716.65,242.0,32.1611471574,POINT (-73.977773605 40.66354242),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_98fad_593848f5094c5.jpg
73369,1496843718.65,243.0,31.6735075575,POINT (-73.97769602 40.66362852),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_33783_593848f65c5ea.jpg
73608,1496843720.66,244.0,29.6060618317,POINT (-73.977619535 40.66371513),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_88fb4_593848f774001.jpg
73777,1496843722.64,245.0,31.0823744991,POINT (-73.97753625 40.663808605),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_7b6ff_593848f92d6b2.jpg
73975,1496843724.64,246.0,22.3763426448,POINT (-73.97746809500001 40.663896035),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_9586a_593848fa592b7.jpg
74243,1496843726.65,247.0,55.3343392603,POINT (-73.97738276000001 40.66396754999999),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_318f5_593848fab88cb.jpg
74386,1496843728.64,248.0,39.8111171654,POINT (-73.97730428 40.664050055),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_be913_593848fb482a8.jpg
74619,1496843730.66,249.0,34.3896944232,POINT (-73.97723062 40.66415207),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_f6a2b_593848fde42cd.jpg
74799,1496843732.65,250.0,31.3475938149,POINT (-73.97715846 40.66423869499999),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_3b36b_593848ff4d63a.jpg
75002,1496843734.65,251.0,62.5321991368,POINT (-73.97707853 40.66432216),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_367c4_593848ffab4d0.jpg
75200,1496843736.66,252.0,52.8061675207,POINT (-73.97700173 40.664416335),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_0404f_593848ff2e527.jpg
75410,1496843738.67,253.0,38.2521174254,POINT (-73.97692573 40.66450042),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_d8f62_5938490275f21.jpg
75612,1496843740.65,254.0,47.1799030637,POINT (-73.976869385 40.66457945),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_48ec4_59384902a680f.jpg
75918,1496843743.64,255.0,31.3351076783,POINT (-73.97678417500001 40.66468471),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_81fc0_5938490730af8.jpg
76125,1496843745.64,256.0,32.9720117953,POINT (-73.976705555 40.66475826),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_c2b5d_5938490444fde.jpg
76332,1496843747.67,257.0,37.9778222363,POINT (-73.97663395500001 40.664832955),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_ddc88_5938490708ec7.jpg
76531,1496843749.66,258.0,37.5221513563,POINT (-73.97656122000001 40.66491310000001),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_2541a_59384905cac00.jpg
76735,1496843751.69,259.0,43.4910475263,POINT (-73.97648823 40.66500074),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_89609_593849082b33f.jpg
76962,1496843753.65,260.0,66.9352474959,POINT (-73.97640501000001 40.66511223000001),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_05a76_59384908e888e.jpg
77189,1496843755.66,261.0,26.1103100894,POINT (-73.97634948999999 40.665218315),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_8dbe3_5938490a357d3.jpg
77351,1496843757.66,262.0,31.5800908741,POINT (-73.97627382 40.665304905),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_aebfc_5938490e0d9f5.jpg
77556,1496843759.65,263.0,61.6750693276,POINT (-73.976199155 40.6653795),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_2afed_5938490c1960f.jpg
77753,1496843761.64,264.0,65.0909205729,POINT (-73.976121385 40.665471775),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_f38e6_5938490ce782a.jpg
77983,1496843763.64,265.0,43.174250048,POINT (-73.976046115 40.665557295),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_12ea5_5938490e00072.jpg
78166,1496843765.65,266.0,83.6572975742,POINT (-73.975966125 40.66563779000001),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_82566_5938490fabe5e.jpg
78366,1496843767.64,267.0,32.9655076915,POINT (-73.975904215 40.66571622),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_d03fb_5938491083e53.jpg
78677,1496843770.65,268.0,37.6826735467,POINT (-73.97580196499999 40.66583351),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_40ac8_59384911b2b8e.jpg
78869,1496843772.66,269.0,37.4566375183,POINT (-73.97572132499999 40.665905025),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_52cc8_5938491504605.jpg
79081,1496843774.65,270.0,21.0075095977,POINT (-73.97563844000001 40.665982585),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_cf918_59384915891da.jpg
79295,1496843776.64,271.0,30.1608229114,POINT (-73.97555627 40.66611922000001),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_b0bec_5938491458aa5.jpg
79484,1496843778.65,272.0,23.2279165524,POINT (-73.97549473999999 40.666249555),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_ee2ed_59384915b1bf0.jpg
79693,1496843780.64,273.0,23.6862100114,POINT (-73.97542092 40.66636036),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_e15db_5938491700445.jpg
79902,1496843782.66,274.0,62.4920091666,POINT (-73.97533751500001 40.666468865),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_3646b_5938491b30e4f.jpg
80104,1496843784.66,275.0,54.2742234048,POINT (-73.97528213499999 40.666549745),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_c50fe_5938491b497ec.jpg
80358,1496843786.66,276.0,24.7980241363,POINT (-73.97521343 40.666624445),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_67a6f_59384919c3a7f.jpg
80609,1496843789.66,277.0,84.6534763053,POINT (-73.97505637 40.666763445),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_510cd_5938491b2cd56.jpg
80808,1496843791.64,278.0,70.4572144175,POINT (-73.974993635 40.66685689),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_1fc21_5938491ca57c9.jpg
81012,1496843793.65,279.0,83.1315924658,POINT (-73.97490713000001 40.66694977),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_d177f_5938491f0215c.jpg
81224,1496843795.66,280.0,74.9620664877,POINT (-73.97480998500001 40.667039175),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_75de9_5938492179358.jpg
81449,1496843797.66,281.0,45.6532629714,POINT (-73.97470638 40.667130275),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_492e0_5938491feddd0.jpg
81633,1496843799.64,282.0,51.1512135793,POINT (-73.97464363 40.66723963),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_13297_59384920a3895.jpg
81937,1496843802.65,283.0,27.3173674953,POINT (-73.97450824000001 40.667395185),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_71ad1_59384925eec3f.jpg
82137,1496843804.65,284.0,30.8840326949,POINT (-73.97442556999999 40.66750306),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_f4406_593849261f8bd.jpg
82340,1496843806.64,285.0,50.3375417004,POINT (-73.974360605 40.667614205),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_dcebf_5938492894c99.jpg
82548,1496843808.64,286.0,22.2471564545,POINT (-73.97428098500001 40.667709935),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_31486_593849269d281.jpg
82756,1496843810.64,287.0,28.6714288391,POINT (-73.97420324999999 40.6677976),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_434c3_59384929aad35.jpg
82950,1496843812.64,288.0,33.1715812685,POINT (-73.97412618999999 40.667910955),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_8306e_5938492a57f35.jpg
83157,1496843814.65,289.0,92.8229120931,POINT (-73.97405356 40.66804691500001),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_11f35_5938492ade2f4.jpg
83362,1496843816.66,290.0,60.158187781,POINT (-73.97397130499999 40.66816234),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_3236a_5938492ebbf90.jpg
83576,1496843818.65,291.0,68.8662623123,POINT (-73.97388422500001 40.66824513500001),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_cce9c_5938492db576d.jpg
83831,1496843820.66,292.0,44.7367200834,POINT (-73.97380276499999 40.66832192),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_fd3e7_5938492fe20b2.jpg
83977,1496843822.67,293.0,22.0900561243,POINT (-73.97372003999999 40.668414605),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_18418_5938492fd65f1.jpg
84174,1496843824.65,294.0,25.7507562058,POINT (-73.97364702499999 40.66848168999999),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_35e14_593849311052e.jpg
84477,1496843827.65,295.0,23.8402562027,POINT (-73.973536395 40.66860647),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_ab7ef_593849342e97b.jpg
84687,1496843829.66,296.0,25.9366073589,POINT (-73.97345404000001 40.668708735),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_0704c_5938493413dec.jpg
84916,1496843831.64,297.0,37.3233930582,POINT (-73.97336599499999 40.66878287),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_01531_59384933ba939.jpg
85085,1496843833.64,298.0,54.0062021302,POINT (-73.973298255 40.668854625),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_889a6_59384934b9fbf.jpg
85401,1496843836.67,299.0,24.4532681898,POINT (-73.973185105 40.669015585),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_68fc3_5938493672470.jpg
85604,1496843838.72,300.0,45.1130066007,POINT (-73.97309756499999 40.66914116),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_7b6c1_59384938ca7fd.jpg
85798,1496843840.66,301.0,89.1555005807,POINT (-73.97299163 40.669226465),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_fefd3_59384939cb0ad.jpg
86015,1496843842.69,302.0,35.7098446721,POINT (-73.97288761999999 40.66932198),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_d26b2_5938493815d6d.jpg
86228,1496843844.65,303.0,55.1486501232,POINT (-73.97280176999999 40.669429865),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_ce1e8_5938493967f85.jpg
86417,1496843846.65,304.0,24.2276761273,POINT (-73.97270520000001 40.669538315),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_28722_5938493b9627c.jpg
86637,1496843848.66,305.0,21.9039903942,POINT (-73.97262659500001 40.66966098500001),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_598c3_5938493dae4a8.jpg
86827,1496843850.65,306.0,56.9596238205,POINT (-73.97253401 40.669752485),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_d10cf_5938493ce88c9.jpg
87032,1496843852.65,307.0,58.0326156128,POINT (-73.97246513 40.66984157500001),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_18b5c_5938493de4418.jpg
87261,1496843854.65,308.0,92.2395212771,POINT (-73.97238292500001 40.66994408000001),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_ac801_5938493f7cd10.jpg
87440,1496843856.64,309.0,41.5192169655,POINT (-73.97232394 40.670018305),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_58104_5938494237bd5.jpg
87744,1496843859.68,310.0,31.0980193883,POINT (-73.972201 40.67015517),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_40f11_5938494236ac1.jpg
87951,1496843861.64,311.0,25.885488111,POINT (-73.97213538 40.670251785),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_a9277_59384941d07a1.jpg
88155,1496843863.66,312.0,26.7410064674,POINT (-73.972058725 40.670362165),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_56c87_593849451356c.jpg
