,timestamp,photoIndex,V,geometry,pictureUrl
88372,1496843865.66,313.0,29.8468078763,POINT (-73.97199950000001 40.670448995),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_0f947_59384946325da.jpg
88554,1496843867.65,314.0,44.797874336,POINT (-73.97192701500001 40.670550705),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_27411_59384947e51e6.jpg
88761,1496843869.66,315.0,43.4165198718,POINT (-73.9718244 40.670617935),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_1395a_59384947d0c31.jpg
88968,1496843871.64,316.0,52.4954053829,POINT (-73.97173387000001 40.67068057),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_336e6_59384948e962d.jpg
89266,1496843874.63,317.0,24.3873918882,POINT (-73.971652245 40.670773025),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_09cfb_59384949a908d.jpg
89577,1496843877.65,318.0,42.2998215767,POINT (-73.97153181500001 40.67087988500001),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_b916a_5938494be794f.jpg
89780,1496843879.66,319.0,52.3155387968,POINT (-73.97144400499998 40.670960855),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_7acb0_5938494c19247.jpg
89983,1496843881.64,320.0,47.142371518,POINT (-73.971365975 40.67103985),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_a074e_5938494d2b50f.jpg
90190,1496843883.64,321.0,85.1609399322,POINT (-73.971288055 40.67113274),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_8b382_5938494de59df.jpg
90394,1496843885.64,322.0,47.5273633191,POINT (-73.97122156 40.67123411999999),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_98318_59384951b45ed.jpg
90598,1496843887.67,323.0,29.5540440582,POINT (-73.97118496499999 40.67133777),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_be277_5938494f8bf75.jpg
90805,1496843889.69,324.0,32.3488119663,POINT (-73.971102645 40.67144576),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_8e463_59384957543e1.jpg
91009,1496843891.69,325.0,26.6377732186,POINT (-73.97103581 40.67154743),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_d25e1_5938495133193.jpg
91208,1496843893.64,326.0,24.5974791769,POINT (-73.97096334 40.67165432),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_895d7_593849524f844.jpg
91416,1496843895.65,327.0,30.565826291,POINT (-73.97087015 40.671747085),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_3c8dd_593849543ab61.jpg
91641,1496843897.68,328.0,24.1525218408,POINT (-73.97075235 40.67184818),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_f26f2_5938495845cd4.jpg
91830,1496843899.64,329.0,24.8892513623,POINT (-73.97067319999999 40.671978365),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_57652_59384955779c2.jpg
92023,1496843901.66,330.0,24.8156769639,POINT (-73.9706334 40.672093565),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_e2578_59384957a7930.jpg
92233,1496843903.66,331.0,65.3206690454,POINT (-73.97061219 40.672190115),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_cbc7c_5938495917e4c.jpg
92432,1496843905.65,332.0,52.1135464192,POINT (-73.97054644500001 40.672274565),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_677a6_5938495bf25ed.jpg
92641,1496843907.66,333.0,74.6984654511,POINT (-73.97046791 40.67236773),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_8e1d9_5938495b8dcee.jpg
92843,1496843909.65,334.0,73.1601587247,POINT (-73.970391535 40.67244742500001),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_4f32e_5938495d6f6ff.jpg
93050,1496843911.64,335.0,54.1116266643,POINT (-73.97026385999999 40.672477465),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_e2a23_5938495f46706.jpg
93261,1496843913.65,336.0,53.5281549947,POINT (-73.97014920000001 40.672495995),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_484e7_59384961d266b.jpg
93564,1496843916.66,337.0,57.4755757606,POINT (-73.96999248 40.67251013),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_6b35b_59384961682aa.jpg
93864,1496843919.64,338.0,33.7753333048,POINT (-73.96984489499999 40.6725313),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_cd524_5938496217195.jpg
94168,1496843922.65,339.0,33.7260820042,POINT (-73.96974201 40.672562595),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_0b94e_59384965c51bf.jpg
94483,1496843925.65,340.0,62.2418282064,POINT (-73.969701695 40.672629285),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_3a40d_59384965e52e9.jpg
94780,1496843928.65,341.0,76.623210868,POINT (-73.96965094000001 40.67273874),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_6eba8_593849677566d.jpg
95096,1496843931.65,342.0,82.2015372118,POINT (-73.969518955 40.67277905500001),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_c03f6_5938496a6825a.jpg
95380,1496843934.65,343.0,16.1379900214,POINT (-73.96939015999999 40.67281425500001),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_ecf00_5938496b20c14.jpg
95692,1496843937.64,344.0,5.28858989445,POINT (-73.96934423499999 40.67283347),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_cc2c5_5938496a6ad07.jpg
98553,1496843965.66,345.0,62.9322679057,POINT (-73.96923821 40.67288243500001),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_3fafe_59384971a5483.jpg
98843,1496843968.65,346.0,44.5001930427,POINT (-73.96911907 40.672928895),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_7c941_5938496dd8200.jpg
99140,1496843971.64,347.0,3.42894080949,POINT (-73.96904319000001 40.672982515),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_a48c1_593849706e05e.jpg
100062,1496843980.65,348.0,2.21034615791,POINT (-73.96905305999999 40.673013315),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_1a200_593849731aed6.jpg
113407,1496844051.66,349.0,39.802760925,POINT (-73.96909091000001 40.672971195),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_6da21_5938497178973.jpg
113907,1496844056.66,350.0,61.6492486678,POINT (-73.96896095 40.67309874999999),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_42383_593849753d35d.jpg
114233,1496844059.66,351.0,65.3605551427,POINT (-73.968851685 40.67324754),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_71c33_59384974f33fb.jpg
114417,1496844061.65,352.0,44.5377804803,POINT (-73.968813275 40.673347275),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_a68d5_5938497691e54.jpg
114617,1496844063.64,353.0,26.6451737528,POINT (-73.968786365 40.673441305),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_e2f92_5938497756640.jpg
114822,1496844065.64,354.0,24.8674178825,POINT (-73.96874106499999 40.673555855),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_3d8bc_593849788570c.jpg
115027,1496844067.64,355.0,54.2159006525,POINT (-73.96867568499999 40.673672835),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_4fe4a_59384978e14ab.jpg
115252,1496844069.64,356.0,85.5029510279,POINT (-73.96861713 40.67378505499999),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_12231_5938497a8d023.jpg
115438,1496844071.65,357.0,182.428472869,POINT (-73.96857352000001 40.67389817500001),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_108ad_5938497b2df4a.jpg
115656,1496844073.67,358.0,121.243348496,POINT (-73.968486595 40.673940825),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_49a3e_5938497c6179e.jpg
115875,1496844075.64,359.0,105.558883303,POINT (-73.96837205 40.673962765),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_be51f_5938497c32b38.jpg
116147,1496844078.67,360.0,89.3481024155,POINT (-73.96819323999999 40.674033505),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_88b8a_5938497ed6907.jpg
116370,1496844080.64,361.0,117.105110915,POINT (-73.96809390000001 40.674073985),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_73cc1_5938497f4dc51.jpg
116656,1496844083.65,362.0,142.091486231,POINT (-73.96792714999999 40.67413515500001),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_00e37_5938497f5e3bb.jpg
116861,1496844085.67,363.0,79.8281556655,POINT (-73.967820815 40.674170825),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_21230_59384980b4e00.jpg
117060,1496844087.66,364.0,37.0570425287,POINT (-73.967702375 40.67417573000001),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_86deb_593849845db38.jpg
117365,1496844090.65,365.0,71.3571331535,POINT (-73.96754505 40.67424491),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_9ca7a_59384982bd134.jpg
117570,1496844092.66,366.0,89.7032854506,POINT (-73.96742825499999 40.67426357),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_3b794_593849836bf76.jpg
117777,1496844094.65,367.0,64.3631140878,POINT (-73.967302085 40.67429122999999),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_30ff3_59384984ef2d1.jpg
117986,1496844096.66,368.0,107.034464091,POINT (-73.96715156499999 40.674322765),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_94582_59384986a0b95.jpg
118181,1496844098.65,369.0,58.4065048497,POINT (-73.96700321500001 40.674343165),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_6e555_59384987d083a.jpg
118385,1496844100.67,370.0,126.191459078,POINT (-73.96687327999999 40.674355285),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_0553b_5938498ac6aa6.jpg
118598,1496844102.65,371.0,68.9052549968,POINT (-73.96674011499999 40.6743288),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_d1c79_5938498942db6.jpg
118802,1496844104.66,372.0,44.3835782143,POINT (-73.96660417000001 40.67430069),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_5288d_59384989ae831.jpg
118996,1496844106.67,373.0,37.1467532172,POINT (-73.966497195 40.674265445),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_5ae94_5938498af1161.jpg
119311,1496844109.67,374.0,52.3504114638,POINT (-73.96633115500001 40.67423795),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_6441d_5938498cd92e1.jpg
119510,1496844111.66,375.0,90.1537310352,POINT (-73.966225755 40.67420322),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_0e05d_5938498ca3212.jpg
119817,1496844114.65,376.0,75.92626057,POINT (-73.96606632499999 40.67417576),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_aee30_59384990137b8.jpg
120120,1496844117.65,377.0,41.5312028114,POINT (-73.965909685 40.674167925),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_8a5e9_5938498dd3e60.jpg
120426,1496844120.65,378.0,44.5077427602,POINT (-73.965781865 40.674129965),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_abf9b_5938498f1966e.jpg
120727,1496844123.65,379.0,50.7324935034,POINT (-73.96561564999999 40.67409676),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_3ba7c_5938499025d7e.jpg
121037,1496844126.65,380.0,36.4242462205,POINT (-73.96541697500001 40.674108125),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_4dd28_5938499194287.jpg
121240,1496844128.66,381.0,41.9633418701,POINT (-73.96532021 40.6740553),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_5d773_59384991c4545.jpg
121446,1496844130.67,382.0,56.1059928953,POINT (-73.96518578499999 40.67404875),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_32e91_59384993acb4d.jpg
121650,1496844132.65,383.0,91.3722297005,POINT (-73.96507855999999 40.674017225),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_d1b77_593849931e9c7.jpg
121866,1496844134.67,384.0,38.4821537598,POINT (-73.96497350499999 40.67398817999999),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_7c9c5_5938499580932.jpg
122158,1496844137.64,385.0,57.507413591,POINT (-73.964763495 40.673935965),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_5c20e_59384995a9534.jpg
122365,1496844139.65,386.0,34.0136175502,POINT (-73.96461493 40.67390458),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_b5460_59384996ab3d5.jpg
122561,1496844141.65,387.0,72.713555627,POINT (-73.964494035 40.67385912),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_6977a_5938499749b84.jpg
122788,1496844143.65,388.0,115.042357489,POINT (-73.96438185 40.67383216),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_78e1a_5938499892337.jpg
123071,1496844146.64,389.0,55.3875650595,POINT (-73.964218085 40.67383460499999),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_dcd13_5938499b9c9b2.jpg
123378,1496844149.65,390.0,84.0552437929,POINT (-73.96404088 40.67380128000001),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_ca0b9_5938499aa0d25.jpg
123587,1496844151.66,391.0,53.7704970345,POINT (-73.96391017000001 40.67375906),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_97235_5938499a92c32.jpg
123790,1496844153.66,392.0,99.8210959265,POINT (-73.96376091499999 40.67371725),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_5f055_593849a1b5180.jpg
124014,1496844155.67,393.0,61.2297765892,POINT (-73.96360834000001 40.673686875),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_4f816_5938499d76176.jpg
124193,1496844157.64,394.0,99.8627873677,POINT (-73.96346968500001 40.6736496),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_d32c4_5938499dd9cd6.jpg
124403,1496844159.68,395.0,33.9301992776,POINT (-73.96333988000001 40.673613935),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_bb9f5_593849a26c0b1.jpg
124604,1496844161.66,396.0,14.4510637113,POINT (-73.96323425 40.67361105000001),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_0dc53_593849a0536d4.jpg
124904,1496844164.66,397.0,10.8962575384,POINT (-73.96314201499999 40.673609345),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_4be7f_593849a0c5084.jpg
125208,1496844167.65,398.0,10.8012597977,POINT (-73.96311511499999 40.6736162),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_f5731_593849a334ec0.jpg
127660,1496844191.65,399.0,77.2325286027,POINT (-73.9629496 40.673583495),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_3fd0e_593849a4769bb.jpg
128063,1496844195.65,400.0,84.8847956033,POINT (-73.96277486 40.673535425),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_9a623_593849ad6f588.jpg
128361,1496844198.65,401.0,97.5768775609,POINT (-73.96262079499999 40.673479505),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_dbb93_593849a93f7cb.jpg
128573,1496844200.65,402.0,73.8254115382,POINT (-73.962507 40.67344513999999),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_4ecba_593849a7236f2.jpg
128774,1496844202.66,403.0,72.5603644131,POINT (-73.96238296 40.673391355),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_63153_593849a7b8fb4.jpg
129009,1496844204.66,404.0,73.9387525454,POINT (-73.96226583000001 40.67335535),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_28a6f_593849aa3b661.jpg
129285,1496844207.66,405.0,62.9964289545,POINT (-73.962069615 40.67334581),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_17342_593849aaf2997.jpg
129490,1496844209.66,406.0,28.1335560559,POINT (-73.961928755 40.673324945),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_a8d85_593849ae35bd8.jpg
129700,1496844211.66,407.0,46.5433027753,POINT (-73.9617872 40.67330556),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_4f05f_593849aee24c4.jpg
129906,1496844213.67,408.0,41.4605735213,POINT (-73.96163967 40.673264345),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_3dfa3_593849b0ec87e.jpg
130199,1496844215.65,409.0,19.8546176029,POINT (-73.961502325 40.673237825),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_3927a_593849b1ee7ca.jpg
130330,1496844217.65,410.0,33.0613280346,POINT (-73.9613628 40.67320818),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_2c188_593849b78bb7b.jpg
130510,1496844219.66,411.0,29.5873936337,POINT (-73.9612139 40.67318851499999),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_7cb0f_593849b315fef.jpg
130719,1496844221.67,412.0,42.6892022199,POINT (-73.96108094500001 40.673157225),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_b23be_593849bacfa73.jpg
130935,1496844223.66,413.0,33.956447424,POINT (-73.9609682 40.67311918),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_89c55_593849ba3471c.jpg
131122,1496844225.66,414.0,22.2317220419,POINT (-73.96090538 40.673083205),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_fbc1f_593849b8496ef.jpg
131436,1496844228.66,415.0,23.0796267837,POINT (-73.96084783500001 40.67309007),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_98007_593849bf3911b.jpg
131836,1496844232.67,416.0,22.0187787656,POINT (-73.96078273500001 40.67316292),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_bb9fd_593849bd47cee.jpg
132038,1496844234.65,417.0,44.6674216471,POINT (-73.96075109 40.673202825),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_3771f_593849bfd522e.jpg
132448,1496844238.66,418.0,92.2226477968,POINT (-73.960694245 40.673333615),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_8baf6_593849bf85b69.jpg
132754,1496844241.67,419.0,73.3111928342,POINT (-73.96065182 40.673474875),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_b9078_593849c3101f2.jpg
132965,1496844243.65,420.0,68.6627413397,POINT (-73.96063722 40.673568075),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_82437_593849c46b420.jpg
133153,1496844245.67,421.0,33.271112148,POINT (-73.96059368 40.67366251),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_170e6_593849c5294ea.jpg
133357,1496844247.67,422.0,32.2925814949,POINT (-73.96053661499998 40.67376428999999),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_75662_593849c453722.jpg
133562,1496844249.67,423.0,15.0810439426,POINT (-73.960481835 40.67384646),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_f2a56_593849d0376dd.jpg
133874,1496844252.67,424.0,15.0201705205,POINT (-73.960509825 40.673896025),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_6f7bf_593849ca0accf.jpg
134796,1496844261.67,425.0,30.2535370769,POINT (-73.960469585 40.673972845),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_83614_593849cbccdf5.jpg
134996,1496844263.66,426.0,53.2022833769,POINT (-73.96044598500001 40.67402352),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_76ac3_593849cb43b7d.jpg
135196,1496844265.66,427.0,39.6132902882,POINT (-73.96041030000001 40.67407833),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_6462c_593849cf5ec86.jpg
135496,1496844268.65,428.0,36.9037405155,POINT (-73.96032682000001 40.67419775),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_8749d_593849d2d2aa0.jpg
135696,1496844270.65,429.0,29.337181373,POINT (-73.96028203 40.674280615),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_6da36_593849d01b4f1.jpg
136008,1496844273.66,430.0,22.8569616586,POINT (-73.96022376499999 40.67439081),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_d8ea9_593849d679437.jpg
136308,1496844276.66,431.0,21.0349783725,POINT (-73.960184895 40.6745198),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_99a37_593849d4186a4.jpg
136510,1496844278.65,432.0,40.0340352984,POINT (-73.96014747000001 40.67463685),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_32a21_593849d70c938.jpg
136719,1496844280.66,433.0,52.8621429107,POINT (-73.96009931500001 40.67475615),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_86281_593849df9b9f4.jpg
136918,1496844282.66,434.0,122.363008269,POINT (-73.96008154500001 40.67485381),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_9defc_593849d764a04.jpg
137173,1496844284.65,435.0,100.661527907,POINT (-73.96006366 40.674956525),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_1e42b_593849dc57eab.jpg
137347,1496844286.66,436.0,31.8483505747,POINT (-73.96005095000001 40.675055635),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_9a6c5_593849dc88231.jpg
137530,1496844288.66,437.0,33.8007037931,POINT (-73.96000659000001 40.67516928),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_6d58b_593849dcc7efc.jpg
137755,1496844290.68,438.0,36.761341781,POINT (-73.95996411499999 40.67527738),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_765eb_593849e1cbebb.jpg
137940,1496844292.65,439.0,51.971658211,POINT (-73.95990265500001 40.67539522),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_36773_593849e370c90.jpg
138144,1496844294.66,440.0,15.7211652817,POINT (-73.95986389500001 40.67548513),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_cb8f4_593849e31a036.jpg
138459,1496844297.67,441.0,11.7398398252,POINT (-73.95984680000001 40.67554865),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_c701e_593849e8e47d4.jpg
138755,1496844300.65,442.0,20.6782869916,POINT (-73.95984690499999 40.67562318),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_3acf5_593849e776087.jpg
139063,1496844303.66,443.0,22.3888206656,POINT (-73.95984793 40.675737755),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_cf6ed_593849e9d8ca7.jpg
139376,1496844306.67,444.0,23.4137292991,POINT (-73.95979127000001 40.675832995),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_d41f4_593849e96c197.jpg
139670,1496844309.66,445.0,31.6700053624,POINT (-73.95972197 40.675972865),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_4b3fe_593849edb927d.jpg
139872,1496844311.65,446.0,28.598815673,POINT (-73.95968603 40.67606388),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_7ee22_593849ef689e8.jpg
140078,1496844313.65,447.0,26.3295313773,POINT (-73.95963833499999 40.67616865499999),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_9b3ec_593849eddd97c.jpg
140281,1496844315.65,448.0,29.3527480785,POINT (-73.95960096499999 40.67626262),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_a223c_593849ef0a619.jpg
140486,1496844317.7,449.0,108.147716884,POINT (-73.95954605999999 40.676389365),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_3771f_593849f256692.jpg
140689,1496844319.69,450.0,69.8518795583,POINT (-73.95952708999999 40.676511125),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_615f1_593849f39e908.jpg
140898,1496844321.65,451.0,73.4185742355,POINT (-73.95949309 40.6766153),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_d3bb0_593849f7158d5.jpg
141147,1496844323.66,452.0,47.2195458018,POINT (-73.95946732499999 40.67671728000001),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_72a52_593849f41e253.jpg
141307,1496844325.65,453.0,43.099204668,POINT (-73.95941275 40.67684642499999),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_d9d20_593849f58c924.jpg
141505,1496844327.66,454.0,47.4371940598,POINT (-73.959386115 40.67697278999999),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_65eb6_593849fa3905b.jpg
141708,1496844329.65,455.0,41.4292208792,POINT (-73.95934898499999 40.67709513),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_f63a2_593849f9bac1d.jpg
141918,1496844331.66,456.0,76.8327649371,POINT (-73.959310465 40.67720977),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_bd8d5_593849f9df003.jpg
142191,1496844333.64,457.0,12.3071769904,POINT (-73.959198195 40.67741773),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_86f7e_593849ffe6705.jpg
142443,1496844336.87,458.0,20.626297356,POINT (-73.95918694 40.67745177499999),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_e3832_59384a003421a.jpg
142628,1496844338.65,459.0,18.0729776375,POINT (-73.95917403 40.677481425),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_6c64e_593849ff6f26a.jpg
143139,1496844343.66,460.0,49.1091806244,POINT (-73.959142915 40.677565705),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_3fca5_59384a00842dc.jpg
143439,1496844346.65,461.0,22.4842891289,POINT (-73.95910556499999 40.677685475),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_11306_59384a0296c13.jpg
143642,1496844348.67,462.0,22.7269302842,POINT (-73.95907549500001 40.677781795),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_aa365_59384a070e1bf.jpg
143846,1496844350.65,463.0,35.1140950154,POINT (-73.95904286999999 40.677872995),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_ece65_59384a05eb2eb.jpg
144057,1496844352.69,464.0,39.524517893,POINT (-73.958994885 40.67797002),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_97015_59384a057306a.jpg
144250,1496844354.65,465.0,33.9917407096,POINT (-73.95893465500001 40.67807794500001),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_36822_59384a0674305.jpg
144463,1496844356.68,466.0,15.0213766764,POINT (-73.958889915 40.678157645),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_97ce2_59384a115ffcc.jpg
144770,1496844359.65,467.0,9.25867337665,POINT (-73.95889376 40.678250755),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_944e2_59384a0b2903e.jpg
145613,1496844367.65,468.0,18.8381502517,POINT (-73.95890470499999 40.67828278),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_7d425_59384a0c342d4.jpg
145881,1496844370.66,469.0,16.9165192568,POINT (-73.95886238 40.67834685),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_f43c0_59384a0e27f3f.jpg
